onehot__InternetService_DSL,onehot__InternetService_Fiber optic,onehot__InternetService_No,onehot__Contract_Month-to-month,onehot__Contract_One year,onehot__Contract_Two year,onehot__PaymentMethod_Bank transfer (automatic),onehot__PaymentMethod_Credit card (automatic),onehot__PaymentMethod_Electronic check,onehot__PaymentMethod_Mailed check,power__Charges_Total,quantile__tenure,quantile__Charges_Monthly,remainder__SeniorCitizen,remainder__Partner,remainder__Dependents,remainder__OnlineSecurity,remainder__OnlineBackup,remainder__DeviceProtection,remainder__TechSupport,remainder__StreamingTV,remainder__StreamingMovies,remainder__PaperlessBilling
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.146756738356254,-0.9856104168672697,-0.5321897309193041,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.457227048886528,-0.5220987143284742,-0.3789773215364034,0,1,1,0,0,0,0,0,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8547304843114981,0.7884553079874755,-0.14816120359426443,0,0,0,0,0,1,1,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6982656930630771,0.21877306861158433,0.33352404954762194,1,0,1,1,0,0,0,0,0,1
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.6393852033029241,5.19933758270342,1.5627214872223367,0,1,1,1,0,1,0,1,1,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8399864293022459,-0.2730890226527413,-1.659092784158064,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2990619698723669,1.2867019355423475,0.48365796677876627,1,1,0,1,1,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.26117041055368,-1.2585076890467706,0.02132928514383558,0,0,0,1,0,0,0,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3188666164446965,0.6333171952445416,1.9105995981591772,0,1,0,0,1,1,1,1,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.6424193547445702,1.378113758954345,2.138551639602554,0,1,1,1,1,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5500330926904249,-5.199337582605575,-0.07408727446138573,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.39554320235844537,-0.4390012085038276,-0.304481925592967,0,0,0,0,1,0,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.20844082637544165,1.1400769252954,-0.7782249060548562,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.49476918659329167,-0.7782249060548562,0.895779818883589,0,0,0,0,0,0,0,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.599054532892061,-5.199337582605575,-0.22648937660749188,0,0,0,0,0,0,0,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5393474302770298,-5.199337582605575,0.03703643220038514,1,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4692028652212592,0.8231716109385887,2.4218413119870714,0,1,1,1,1,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.12574938365244992,-0.34016306172557254,-0.023839063182251485,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.46531701558999067,1.1400769252954,-0.6649119502382329,0,1,1,1,1,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.677533051290772,5.19933758270342,1.7800054115256905,0,1,0,0,1,1,1,1,1,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.08201947567631217,0.38032564176363115,-0.7629897274425794,0,1,1,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.2973543590980179,1.2101372641333108,0.40607882375069193,0,1,1,1,1,0,1,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.3696495840493489,-0.370901751289097,-0.4752137400618248,0,0,0,0,0,0,1,0,0,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.016207013396551565,0.19570017830120398,-0.6302538248871075,0,0,0,1,1,0,1,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6027065157173401,-5.199337582605575,-0.24746252454405843,0,0,1,0,0,1,0,0,1,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.7031969369261952,5.19933758270342,2.230830496675148,0,1,1,1,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5867540787903068,1.2101372641333108,-0.6430093350089541,0,0,0,0,0,1,0,0,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8139182724440123,1.1400769252954,-0.3845088381601662,0,0,0,0,0,1,1,1,1,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5775560647445358,-0.12958231367213702,-0.8864494629456836,0,1,1,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.45997251196733513,-0.6119957936995944,0.06654121327814211,0,0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.011842831416736,0.38032564176363115,0.9979196589738004,1,0,0,1,1,0,1,1,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9206109640777378,-5.199337582605575,-1.4215561053091323,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0808639075607991,-0.5220987143284742,1.2420605724635014,1,1,0,0,1,0,0,1,1,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.076769751047692,0.9377977680303106,0.1803766849109751,0,1,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8732076337348814,-0.9856104168672697,0.3123760433228348,0,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6588364137395024,-0.8373383608517686,0.4288926701669886,0,0,0,0,0,1,0,0,1,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6395981946051598,1.2101372641333108,-0.6208982879018029,1,1,0,1,1,1,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0713421653667223,5.19933758270342,-1.9858764248174547,0,1,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9946973652313893,1.525529316273139,-0.1880329125389142,0,1,0,0,1,1,1,1,1,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1791605731683434,5.19933758270342,0.006272884668573728,0,1,1,1,1,1,1,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.17680392227964814,0.9815403910462731,-0.7816259453404765,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.39308114102610625,-0.6642872083307604,0.5569266030950195,0,0,0,0,0,0,1,1,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0094460392755573,0.8231716109385887,0.04351000083536789,1,0,0,1,1,0,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0085759339225868,-1.1024403670151643,0.5321897309193043,0,0,0,0,0,1,0,0,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.053362098103932,-0.07157147317761985,-0.47380967366369614,0,0,1,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777756827992355,0.5120605851503511,0.032233086575274336,1,1,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6904823896316656,-5.199337582605575,-0.5554621702769807,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.31209707193833003,0.287442172763095,-0.45008014513662276,0,0,0,0,0,0,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.1177241911974563,0.602943093848241,0.8395563459829727,0,1,0,0,1,0,0,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.922523214415719,-5.199337582605575,-1.5542696066845807,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.7234340378512772,-0.9856104168672697,1.5215250573925467,0,0,0,0,1,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0921491850093097,0.38032564176363115,1.3159578561183756,0,0,0,0,0,1,1,1,1,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2723847958747212,0.5120605851503511,-0.6451061119470969,0,0,0,0,1,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.374063393220251,-0.16128127334986397,1.0796899285577486,0,1,0,1,1,1,0,1,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.14708653983343192,0.35749573205332313,-0.7714496755296383,0,1,1,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.7326340244705631,-1.2585076890467706,-1.5542696066845807,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.3377628349155242,5.19933758270342,0.445919140442015,0,0,0,1,0,1,1,1,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.32016776802556607,0.3123760433228348,-0.5554621702769807,0,1,1,0,1,1,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.23051475484427003,-0.07157147317761985,0.13717699934504973,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6786590609819504,-0.5220987143284742,-0.5849838760189251,0,0,1,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0518269123943556,0.4334819661117883,0.9146786412719052,0,1,0,0,0,0,0,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6521970041752672,-5.199337582605575,-0.41136282307598415,0,0,0,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7123294672734853,-0.6642872083307604,-0.33361631696572,0,1,1,0,1,0,1,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0260216362970818,1.077445511147958,-0.08415533089046505,0,0,0,1,1,1,1,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.08570278507753962,-0.12958231367213702,-0.47240654071462673,0,0,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7952758900637427,0.7282403553007382,-0.23679888988190287,0,1,1,1,1,0,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9073725724121944,0.3123760433228348,0.9014146996203889,1,1,0,0,0,0,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1424365448640074,-0.24584036910272783,0.23679888988190273,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14350331398280872,-0.16128127334986397,0.1650954314192633,1,0,0,1,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3962727169327691,-0.02007444749317332,0.3468171012040459,0,0,0,0,0,0,0,0,1,1
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.047424970656671,1.378113758954345,-0.13212034602478434,0,1,1,1,0,0,0,0,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6953090043095654,-0.02007444749317332,1.5712864975769105,1,0,0,0,1,1,0,1,1,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.29556217910808813,0.12199509496959775,-0.8552868016470969,0,1,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.69780089636286,-5.199337582605575,-0.6029430938482407,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.6635893110514324,5.19933758270342,2.749008475223237,0,0,0,1,1,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1194601344995554,-1.1024403670151643,0.14224449534329844,1,0,0,0,0,1,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4628203262576103,5.19933758270342,0.7766571431527316,0,1,0,1,1,1,1,1,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.16075177301508536,1.1400769252954,-0.8625437144150381,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.33802649219517167,-0.5657384816732594,0.20081805989241244,0,0,0,1,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8690813051279881,0.7580042333190846,-0.13084946665428748,0,1,0,1,1,0,0,1,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.13877710145392907,0.8995338605921865,-2.307606709113699,0,0,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.0031650669698886544,1.525529316273139,-1.4215561053091323,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5893344152743818,0.027604016757952005,0.8284646485811346,0,1,0,0,1,0,1,1,0,1
0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.028978324720952364,5.19933758270342,-2.1440106677777533,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9118265393730656,-5.199337582605575,-1.0379371869749336,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3510359397064748,-0.8995338605921868,-1.2286069212987556,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6943392705915566,-0.2730890226527413,-0.9917462545024419,0,0,1,0,0,0,0,0,0,0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.201363729348921,-0.7184619962535121,-1.6067550689692431,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2809173957732303,1.0272467187906675,0.5350828150863223,1,1,1,1,1,0,0,0,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.45767650984854574,0.1752784285930203,-1.1305174297854546,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3806522962452601,0.3123760433228348,-0.4390012085038276,0,1,0,0,0,0,0,0,0,1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.6271662182072103,-0.07157147317761985,-1.9858764248174547,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4891010667979524,-0.6642872083307604,0.17594789990874343,0,0,0,1,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.4497347542549348,-5.199337582605575,0.7546642694731029,1,0,0,0,0,0,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7855457781091669,0.19570017830120398,0.7807013285531601,1,1,0,0,0,0,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.48175758496495924,-0.8373383608517686,1.8532210089187868,0,0,0,0,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.373615241293768,-1.2585076890467706,-0.1995229111097562,0,0,0,0,0,1,0,0,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.014918204727916927,1.525529316273139,-1.5135889315270525,1,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5889835046319,-0.7184619962535121,-0.043924024540264145,1,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6708461102978113,0.8231716109385887,-0.46540473826743745,0,1,1,0,1,0,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6076817975297426,0.21877306861158433,0.24454751539312974,0,1,1,0,1,1,0,1,1,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2473125417474484,0.7580042333190846,0.761352674464305,0,1,1,0,1,1,0,1,0,1
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3119958138198172,-0.09927374872396871,0.39046031350865545,0,0,0,1,1,1,1,0,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15813078548382384,-0.2730890226527413,-0.18377812079872632,0,0,0,0,0,0,1,1,0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.26310624533346705,0.05146002009662907,-0.16409668377515887,0,1,0,1,0,0,1,0,1,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.2078901442447247,0.9377977680303106,0.5711451805595066,0,0,0,1,1,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1900081957745738,0.6943105320478632,0.9917462545024415,1,0,0,1,1,0,0,0,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4419562128991722,-0.09927374872396871,1.097844783708499,0,0,0,0,1,1,0,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3190129868190184,0.6943105320478632,1.6067550689692431,0,0,0,1,1,0,0,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02714859843691428,-0.043924024540264145,-0.4334819661117885,0,0,0,1,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8626093274152667,0.8231716109385887,-0.18931001061841743,0,1,0,1,1,0,1,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.27204413624714235,-0.22134370153416588,-0.5667595863076876,0,1,1,0,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.9093576260526735,-5.199337582605575,-0.9979196589738004,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06854337033337186,-0.2730890226527413,0.2232726356318614,0,0,0,0,1,1,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6321140900213157,-0.7782249060548562,0.11820414480337647,0,0,0,0,0,0,1,1,1,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5907973197286508,-0.09927374872396871,1.745704880040029,0,0,0,0,1,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7379029035557154,-0.19442151365869756,-1.2286069212987556,0,0,1,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.09899116886871519,0.8607252382582696,-0.9416998217386928,0,1,1,0,0,0,0,0,0,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2847264548570578,-0.8373383608517686,-1.464185967935322,0,1,1,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6512628138198759,0.0025091400448746387,1.0330687866263852,1,1,0,0,0,1,0,1,1,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11299327207997821,0.05146002009662907,-0.43072729929545756,1,1,0,1,1,1,0,0,1,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4842114662213532,5.19933758270342,0.8395563459829727,0,1,0,1,1,1,1,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2459028434523336,-1.1024403670151643,-0.4390012085038276,0,0,0,0,0,0,1,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0812439400615197,-1.1024403670151643,-0.0037637150038949798,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6035535211763978,-1.2585076890467706,-0.7116893890433933,0,0,0,0,0,0,1,0,0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0277058241761054,0.287442172763095,-0.6800125783688008,0,1,1,1,0,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7753846995372203,0.1752784285930203,0.9766676080799396,1,1,0,0,1,0,0,1,1,1
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4524986830956317,0.4864803604206456,-0.4640071225613518,1,1,0,0,1,0,0,0,0,0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.5548331259683652,1.525529316273139,1.47526936144686,0,1,0,0,1,1,1,1,1,1
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.404604720329718,0.9815403910462731,1.059682011223806,0,1,0,1,0,1,0,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7781306969074772,-0.304481925592967,-1.1743865247136833,0,1,1,0,0,0,0,0,0,1
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.598686494100009,5.19933758270342,1.6489848930345699,0,1,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.1092802666931454,0.7580042333190846,0.40250193814430385,0,1,1,0,0,0,0,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.63005330001657,-0.7782249060548562,0.23035256480696312,0,0,0,0,1,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5097579984803483,-0.7782249060548562,0.9694267073728421,0,0,0,0,0,0,0,1,1,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.2762730768155044,-1.1024403670151643,-0.5385057552941768,0,0,0,0,0,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2187841179496468,0.5701609063769159,1.2924648930969886,0,0,0,0,1,1,0,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9888398792177563,-0.5657384816732594,-0.9815403910462731,0,1,1,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.6611280661546586,-5.199337582605575,-0.47380967366369614,0,0,0,0,1,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4552485783806757,0.09927374872396857,0.0025091400448746387,0,0,0,0,0,0,0,0,0,1
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1506323768172724,0.5701609063769159,0.8661892521534974,0,1,0,0,1,1,0,1,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.221770493222095,0.1752784285930203,-0.4034778441252774,0,1,1,1,0,0,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.6285461842015105,-5.199337582605575,-0.33617787423419104,0,0,0,0,0,0,0,0,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.064289706600057,0.5408824784439602,0.802225683044881,0,1,0,1,1,1,0,1,0,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7215539894108007,0.05146002009662907,1.368450292253209,0,1,1,0,0,1,1,1,1,1
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.4196003751938187,5.19933758270342,0.584983876018925,0,1,1,1,1,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.13494712182652757,-0.5657384816732594,1.1997660052684802,0,0,0,0,0,1,0,1,1,1
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.9736997720469857,-0.370901751289097,-1.3432866315231822,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.37228062774028614,0.027604016757952005,0.12958231367213702,1,1,0,0,0,1,0,1,1,0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.104900375581551,5.19933758270342,-0.12452336608306731,0,0,0,1,1,1,1,1,1,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2327990399374938,-0.4752137400618248,0.19825846997989802,0,1,0,1,1,0,1,1,0,1
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5860323272483685,-0.7184619962535121,0.03507360913551008,0,0,0,1,0,0,1,0,1,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.29612171601838694,-0.2730890226527413,-0.570160906376916,0,0,0,0,0,0,0,1,1,1
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8171246746398161,0.21877306861158433,0.895779818883589,1,1,0,1,1,0,0,0,1,0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1770782621959794,-0.6642872083307604,-1.1743865247136833,0,0,0,0,0,0,0,0,0,0
